Name;Year;Type;Categorie;Sexe;Bow;Value
Junior Femme Bare Bow;2004;Campagne;J;F;BB;1288
Cadet Homme Bare Bow;2004;Campagne;C;H;BB;1220
Senior Femme Bare Bow;2004;Campagne;S;F;BB;1212
Senior Homme Bare Bow;2004;Campagne;S;H;BB;1210
Vétéran Femme Bare Bow;2004;Campagne;V;F;BB;1219
Vétéran Homme Bare Bow;2004;Campagne;V;H;BB;1215
Benjamin Femme Classique;2004;Campagne;B;F;CL;1285
Benjamin Homme Classique;2004;Campagne;B;H;CL;1286
Minime Femme Classique;2004;Campagne;M;F;CL;1213
Minime Homme Classique;2004;Campagne;M;H;CL;1209
Cadet Femme Classique;2004;Campagne;C;F;CL;1217
Cadet Homme Classique;2004;Campagne;C;H;CL;1221
Junior Femme Classique;2004;Campagne;J;F;CL;1206
Junior Homme Classique;2004;Campagne;J;H;CL;1208
Senior Femme Classique;2004;Campagne;S;F;CL;1203
Senior Homme Classique;2004;Campagne;S;H;CL;1205
Vétéran Femme Classique;2004;Campagne;V;F;CL;1218
Vétéran Homme Classique;2004;Campagne;V;H;CL;1214
Senior Homme Arc Droit;2004;Campagne;S;H;AD;1334
Minime Homme Arc Chasse;2004;Campagne;M;H;AC;1336
Senior Homme Arc Chasse;2004;Campagne;S;H;AC;1223
Vétéran Homme Arc Chasse;2004;Campagne;V;H;AC;1335
Junior Homme Poulies;2004;Campagne;J;H;CO;1216
Cadet Femme Poulies;2004;Campagne;C;F;CO;1287
Senior Femme Poulies;2004;Campagne;S;F;CO;1211
Senior Homme Poulies;2004;Campagne;S;H;CO;1207
Vétéran Femme Poulies;2004;Campagne;V;F;CO;1222
Vétéran Homme Poulies;2004;Campagne;V;H;CO;1204
Benjamin Femme Classique;2004;Nature;B;F;CL;1310
Benjamin Homme Classique;2004;Nature;B;H;CL;1153
Minime Femme Classique;2004;Nature;M;F;CL;1150
Minime Homme Classique;2004;Nature;M;H;CL;1154
Cadet Femme Classique;2004;Nature;C;F;CL;1156
Cadet Homme Classique;2004;Nature;C;H;CL;1157
Junior Femme Classique;2004;Nature;J;F;CL;1133
Junior Homme Classique;2004;Nature;J;H;CL;1139
Senior Femme Classique;2004;Nature;S;F;CL;1142
Senior Homme Classique;2004;Nature;S;H;CL;1138
Vétéran Femme Classique;2004;Nature;V;F;CL;1143
Vétéran Homme Classique;2004;Nature;V;H;CL;1147
Senior Femme Arc Droit;2004;Nature;S;F;AD;1141
Vétéran Homme Arc Droit;2004;Nature;V;H;AD;1146
Senior Homme Arc Chasse;2004;Nature;S;H;AC;1145
Vétéran Femme Arc Chasse;2004;Nature;V;F;AC;1140
Junior Homme Tir Libre;2004;Nature;J;H;AL;1137
Junior Femme Tir Libre;2004;Nature;J;F;AL;1312
Senior Femme Tir Libre;2004;Nature;S;F;AL;1132
Senior Homme Tir Libre;2004;Nature;S;H;AL;1136
Benjamin Femme Poulies;2004;Nature;B;F;CO;1311
Benjamin Homme Poulies;2004;Nature;B;H;CO;1152
Minime Femme Poulies;2004;Nature;M;F;CO;1149
Minime Homme Poulies;2004;Nature;M;H;CO;1151
Cadet Femme Poulies;2004;Nature;C;F;CO;1155
Cadet Homme Poulies;2004;Nature;C;H;CO;1158
Junior Femme Poulies;2004;Nature;J;F;CO;1131
Junior Homme Poulies;2004;Nature;J;H;CO;1135
Senior Femme Poulies;2004;Nature;S;F;CO;1130
Senior Homme Poulies;2004;Nature;S;H;CO;1134
Vétéran Femme Poulies;2004;Nature;V;F;CO;1148
Vétéran Homme Poulies;2004;Nature;V;H;CO;1144
Cadet Femme Bare Bow;2004;Fita;C;F;BB;1547
Super Vétéran Homme Bare Bow;2004;Fita;SV;H;BB;1553
Benjamin Femme Classique;2004;Fita;B;F;CL;1317
Benjamin Homme Classique;2004;Fita;B;H;CL;1289
Minime Femme Classique;2004;Fita;M;F;CL;1294
Minime Homme Classique;2004;Fita;M;H;CL;1295
Cadet Femme Classique;2004;Fita;C;F;CL;1290
Cadet Homme Classique;2004;Fita;C;H;CL;1291
Junior Femme Classique;2004;Fita;J;F;CL;1316
Junior Homme Classique;2004;Fita;J;H;CL;1292
Senior Femme Classique;2004;Fita;S;F;CL;1303
Senior Homme Classique;2004;Fita;S;H;CL;1301
Vétéran Femme Classique;2004;Fita;V;F;CL;1298
Vétéran Homme Classique;2004;Fita;V;H;CL;1299
Super Vétéran Femme Classique;2004;Fita;SV;F;CL;1318
Super Vétéran Homme Classique;2004;Fita;SV;H;CL;1296
Scratch Femme classique;2004;Fita;SC;F;CL;675
Scratch Homme classique;2004;Fita;SC;H;CL;676
Senior Homme Arc Droit;2004;Fita;S;H;AD;1552
Cadet Femme Poulies;2004;Fita;C;F;CO;1315
Junior Homme Poulies;2004;Fita;J;H;CO;1293
Senior Femme Poulies;2004;Fita;S;F;CO;1314
Senior Homme Poulies;2004;Fita;S;H;CO;1302
Vétéran Femme Poulies;2004;Fita;V;F;CO;1313
Vétéran Homme Poulies;2004;Fita;V;H;CO;1300
Super Vétéran Femme Poulies;2004;Fita;SV;F;CO;1319
Super Vétéran Homme Poulies;2004;Fita;SV;H;CO;1297
Scratch Femme poulies;2004;Fita;SC;F;CO;677
Scratch Homme poulies;2004;Fita;SC;H;CO;678
Benjamin Femme Classique;2005;Federal;B;F;CL;1352
Benjamin Homme Classique;2005;Federal;B;H;CL;1167
Minime Femme Classique;2005;Federal;M;F;CL;1183
Minime Homme Classique;2005;Federal;M;H;CL;1165
Cadet Femme Classique;2005;Federal;C;F;CL;1185
Cadet Homme Classique;2005;Federal;C;H;CL;1170
Junior Femme Classique;2005;Federal;J;F;CL;1169
Junior Homme Classique;2005;Federal;J;H;CL;1171
Senior Femme Classique;2005;Federal;S;F;CL;1172
Senior Homme Classique;2005;Federal;S;H;CL;1174
Vétéran Femme Classique;2005;Federal;V;F;CL;1173
Vétéran Homme Classique;2005;Federal;V;H;CL;1178
Super Vétéran Femme Classique;2005;Federal;SV;F;CL;1176
Super Vétéran Homme Classique;2005;Federal;SV;H;CL;1177
Junior Femme Poulies;2005;Federal;J;F;CO;1353
Junior Homme Poulies;2005;Federal;J;H;CO;1184
Senior Femme Poulies;2005;Federal;S;F;CO;1187
Senior Homme Poulies;2005;Federal;S;H;CO;1179
Vétéran Femme Poulies;2005;Federal;V;F;CO;1189
Vétéran Homme Poulies;2005;Federal;V;H;CO;1182
Super Vétéran Femme Poulies;2005;Federal;SV;F;CO;1354
Super Vétéran Homme Poulies;2005;Federal;SV;H;CO;1181
Junior Femme Bare Bow;2005;Campagne;J;F;BB;1242
Junior Homme Bare Bow;2005;Campagne;J;H;BB;1233
Senior Femme Bare Bow;2005;Campagne;S;F;BB;1234
Senior Homme Bare Bow;2005;Campagne;S;H;BB;1202
Vétéran Femme Bare Bow;2005;Campagne;V;F;BB;1228
Vétéran Homme Bare Bow;2005;Campagne;V;H;BB;1201
Scratch Femme Bare Bow;2005;Campagne;SC;F;BB;1247
Scratch Homme Bare Bow;2005;Campagne;SC;H;BB;1248
Benjamin Femme Classique;2005;Campagne;B;F;CL;1190
Benjamin Homme Classique;2005;Campagne;B;H;CL;1229
Minime Femme Classique;2005;Campagne;M;F;CL;1237
Minime Homme Classique;2005;Campagne;M;H;CL;1230
Cadet Femme Classique;2005;Campagne;C;F;CL;1231
Cadet Homme Classique;2005;Campagne;C;H;CL;1191
Junior Femme Classique;2005;Campagne;J;F;CL;1240
Junior Homme Classique;2005;Campagne;J;H;CL;1192
Senior Femme Classique;2005;Campagne;S;F;CL;1195
Senior Homme Classique;2005;Campagne;S;H;CL;1193
Vétéran Femme Classique;2005;Campagne;V;F;CL;1196
Vétéran Homme Classique;2005;Campagne;V;H;CL;1194
Scratch Femme Classique;2005;Campagne;SC;F;CL;1243
Scratch Homme Classique;2005;Campagne;SC;H;CL;1244
Junior Femme Poulies;2005;Campagne;J;F;CO;1347
Junior Homme Poulies;2005;Campagne;J;H;CO;1232
Senior Femme Poulies;2005;Campagne;S;F;CO;1198
Senior Homme Poulies;2005;Campagne;S;H;CO;1197
Vétéran Femme Poulies;2005;Campagne;V;F;CO;1200
Vétéran Homme Poulies;2005;Campagne;V;H;CO;1199
Scratch Femme Poulies;2005;Campagne;SC;F;CO;1245
Scratch Homme Poulies;2005;Campagne;SC;H;CO;1246
Benjamin Femme Classique;2005;Nature;B;F;CL;1008
Benjamin Homme Classique;2005;Nature;B;H;CL;997
Minime Femme Classique;2005;Nature;M;F;CL;1009
Minime Homme Classique;2005;Nature;M;H;CL;996
Cadet Femme Classique;2005;Nature;C;F;CL;1010
Cadet Homme Classique;2005;Nature;C;H;CL;995
Junior Femme Classique;2005;Nature;J;F;CL;1015
Junior Homme Classique;2005;Nature;J;H;CL;994
Senior Femme Classique;2005;Nature;S;F;CL;1011
Senior Homme Classique;2005;Nature;S;H;CL;993
Vétéran Femme Classique;2005;Nature;V;F;CL;1013
Vétéran Homme Classique;2005;Nature;V;H;CL;992
Senior Femme Arc Droit;2005;Nature;S;F;AD;1004
Senior Homme Arc Droit;2005;Nature;S;H;AD;991
Senior Femme Arc Chasse;2005;Nature;S;F;AC;1005
Senior Homme Arc Chasse;2005;Nature;S;H;AC;990
Junior Femme Tir Libre;2005;Nature;J;F;AL;1021
Junior Homme Tir Libre;2005;Nature;J;H;AL;1002
Senior Femme Tir Libre;2005;Nature;S;F;AL;1012
Senior Homme Tir Libre;2005;Nature;S;H;AL;1003
Benjamin Femme Poulies;2005;Nature;B;F;CO;1020
Benjamin Homme Poulies;2005;Nature;B;H;CO;1001
Minime Femme Poulies;2005;Nature;M;F;CO;1016
Minime Homme Poulies;2005;Nature;M;H;CO;1017
Cadet Femme Poulies;2005;Nature;C;F;CO;1018
Cadet Homme Poulies;2005;Nature;C;H;CO;1019
Junior Femme Poulies;2005;Nature;J;F;CO;1014
Junior Homme Poulies;2005;Nature;J;H;CO;1000
Senior Femme Poulies;2005;Nature;S;F;CO;1006
Senior Homme Poulies;2005;Nature;S;H;CO;999
Vétéran Femme Poulies;2005;Nature;V;F;CO;1007
Vétéran Homme Poulies;2005;Nature;V;H;CO;998
Benjamin Femme Classique;2005;Salle;B;F;CL;1113
Benjamin Homme Classique;2005;Salle;B;H;CL;1124
Minime Femme Classique;2005;Salle;M;F;CL;1111
Minime Homme Classique;2005;Salle;M;H;CL;1112
Cadet Femme Classique;2005;Salle;C;F;CL;1109
Cadet Homme Classique;2005;Salle;C;H;CL;1110
Junior Femme Classique;2005;Salle;J;F;CL;1107
Junior Homme Classique;2005;Salle;J;H;CL;1108
Senior Femme Classique;2005;Salle;S;F;CL;1105
Senior Homme Classique;2005;Salle;S;H;CL;1106
Vétéran Femme Classique;2005;Salle;V;F;CL;1114
Vétéran Homme Classique;2005;Salle;V;H;CL;1115
Super Vétéran Femme Classique;2005;Salle;SV;F;CL;1116
Super Vétéran Homme Classique;2005;Salle;SV;H;CL;1117
Junior Femme Poulies;2005;Salle;J;F;CO;1123
Junior Homme Poulies;2005;Salle;J;H;CO;1120
Senior Femme Poulies;2005;Salle;S;F;CO;1118
Senior Homme Poulies;2005;Salle;S;H;CO;1119
Vétéran Femme Poulies;2005;Salle;V;F;CO;1127
Vétéran Homme Poulies;2005;Salle;V;H;CO;1121
Super Vétéran Femme Poulies;2005;Salle;SV;F;CO;1126
Super Vétéran Homme Poulies;2005;Salle;SV;H;CO;1122
Benjamin Femme Classique;2005;Fita;B;F;CL;1355
Benjamin Homme Classique;2005;Fita;B;H;CL;1267
Minime Femme Classique;2005;Fita;M;F;CL;1323
Minime Homme Classique;2005;Fita;M;H;CL;1257
Cadet Femme Classique;2005;Fita;C;F;CL;1325
Cadet Homme Classique;2005;Fita;C;H;CL;1265
Junior Femme Classique;2005;Fita;J;F;CL;1321
Junior Homme Classique;2005;Fita;J;H;CL;1324
Senior Femme Classique;2005;Fita;S;F;CL;1258
Senior Homme Classique;2005;Fita;S;H;CL;1259
Vétéran Femme Classique;2005;Fita;V;F;CL;1366
Vétéran Homme Classique;2005;Fita;V;H;CL;1364
Super Vétéran Femme Classique;2005;Fita;SV;F;CL;1367
Super Vétéran Homme Classique;2005;Fita;SV;H;CL;1365
Scratch Femme classique;2005;Fita;SC;F;CL;1508
Scratch Homme classique;2005;Fita;SC;H;CL;1507
Junior Femme Poulies;2005;Fita;J;F;CO;1326
Junior Homme Poulies;2005;Fita;J;H;CO;1322
Senior Femme Poulies;2005;Fita;S;F;CO;1320
Senior Homme Poulies;2005;Fita;S;H;CO;1261
Vétéran Femme Poulies;2005;Fita;V;F;CO;1368
Vétéran Homme Poulies;2005;Fita;V;H;CO;1260
Super Vétéran Femme Poulies;2005;Fita;SV;F;CO;1369
Super Vétéran Homme Poulies;2005;Fita;SV;H;CO;1263
Scratch Femme poulies;2005;Fita;SC;F;CO;1510
Scratch Homme poulies;2005;Fita;SC;H;CO;1509
Benjamin Femme Classique;2005;3D;B;F;CL;1080
Benjamin Homme Classique;2005;3D;B;H;CL;1052
Minime Femme Classique;2005;3D;M;F;CL;1077
Minime Homme Classique;2005;3D;M;H;CL;1067
Cadet Femme Classique;2005;3D;C;F;CL;1074
Cadet Homme Classique;2005;3D;C;H;CL;1053
Junior Femme Classique;2005;3D;J;F;CL;1076
Junior Homme Classique;2005;3D;J;H;CL;1051
Senior Femme Classique;2005;3D;S;F;CL;1628
Senior Femme Classique;2005;3D;S;F;CL;1072
Senior Homme Classique;2005;3D;S;H;CL;1050
Senior Homme Classique;2005;3D;S;H;CL;1631
Vétéran Femme Classique;2005;3D;V;F;CL;1066
Super Vétéran Homme Classique;2005;3D;SV;H;CL;1634
Vétéran Homme Classique;2005;3D;V;H;CL;1054
Senior Femme Arc Droit;2005;3D;S;F;AD;1065
Senior Homme Arc Droit;2005;3D;S;H;AD;1627
Senior Homme Arc Droit;2005;3D;S;H;AD;1063
Vétéran Femme Arc Droit;2005;3D;V;F;AD;1633
Senior Femme Arc Chasse;2005;3D;S;F;AC;1071
Senior Homme Arc Chasse;2005;3D;S;H;AC;1632
Senior Homme Arc Chasse;2005;3D;S;H;AC;1062
Junior Femme Tir Libre;2005;3D;J;F;AL;1069
Junior Homme Tir Libre;2005;3D;J;H;AL;1070
Senior Femme Tir Libre;2005;3D;S;F;AL;1073
Senior Homme Tir Libre;2005;3D;S;H;AL;1626
Senior Homme Tir Libre;2005;3D;S;H;AL;1061
Benjamin Femme Poulies;2005;3D;B;F;CO;1081
Benjamin Homme Poulies;2005;3D;B;H;CO;1057
Minime Femme Poulies;2005;3D;M;F;CO;1078
Minime Homme Poulies;2005;3D;M;H;CO;1058
Cadet Femme Poulies;2005;3D;C;F;CO;1082
Cadet Homme Poulies;2005;3D;C;H;CO;1059
Junior Femme Poulies;2005;3D;J;F;CO;1075
Junior Homme Poulies;2005;3D;J;H;CO;1056
Senior Femme Poulies;2005;3D;S;F;CO;1064
Senior Homme Poulies;2005;3D;S;H;CO;1629
Senior Homme Poulies;2005;3D;S;H;CO;1055
Vétéran Femme Poulies;2005;3D;V;F;CO;1630
Vétéran Homme Poulies;2005;3D;V;H;CO;1635
Vétéran Femme Poulies;2005;3D;V;F;CO;1079
Vétéran Homme Poulies;2005;3D;V;H;CO;1060
Benjamin Femme Classique;2006;Federal;B;F;CL;1765
Benjamin Homme Classique;2006;Federal;B;H;CL;1766
Minime Femme Classique;2006;Federal;M;F;CL;1767
Minime Homme Classique;2006;Federal;M;H;CL;1768
Cadet Femme Classique;2006;Federal;C;F;CL;1769
Cadet Homme Classique;2006;Federal;C;H;CL;1770
Junior Femme Classique;2006;Federal;J;F;CL;1771
Junior Homme Classique;2006;Federal;J;H;CL;1772
Senior Femme Classique;2006;Federal;S;F;CL;1773
Senior Homme Classique;2006;Federal;S;H;CL;1774
Vétéran Femme Classique;2006;Federal;V;F;CL;1775
Vétéran Homme Classique;2006;Federal;V;H;CL;1776
Super Vétéran Femme Classique;2006;Federal;SV;F;CL;1777
Super Vétéran Homme Classique;2006;Federal;SV;H;CL;1778
Junior Femme Poulies;2006;Federal;J;F;CO;1783
Junior Homme Poulies;2006;Federal;J;H;CO;1784
Senior Femme Poulies;2006;Federal;S;F;CO;1785
Senior Homme Poulies;2006;Federal;S;H;CO;1786
Vétéran Femme Poulies;2006;Federal;V;F;CO;1787
Vétéran Homme Poulies;2006;Federal;V;H;CO;1788
Super Vétéran Femme Poulies;2006;Federal;SV;F;CO;1789
Super Vétéran Homme Poulies;2006;Federal;SV;H;CO;1790
Junior Femme Bare Bow;2006;Campagne;J;F;BB;1961
Junior Homme Bare Bow;2006;Campagne;J;H;BB;1962
Senior Femme Bare Bow;2006;Campagne;S;F;BB;1963
Senior Homme Bare Bow;2006;Campagne;S;H;BB;1964
Vétéran Femme Bare Bow;2006;Campagne;V;F;BB;1965
Vétéran Homme Bare Bow;2006;Campagne;V;H;BB;1966
Scratch Femme Bare Bow;2006;Campagne;SC;F;BB;2060
Scratch Homme Bare Bow;2006;Campagne;SC;H;BB;2061
Benjamin Femme Classique;2006;Campagne;B;F;CL;1933
Benjamin Homme Classique;2006;Campagne;B;H;CL;1934
Minime Femme Classique;2006;Campagne;M;F;CL;1935
Minime Homme Classique;2006;Campagne;M;H;CL;1936
Cadet Femme Classique;2006;Campagne;C;F;CL;1937
Cadet Homme Classique;2006;Campagne;C;H;CL;1938
Junior Femme Classique;2006;Campagne;J;F;CL;1939
Junior Homme Classique;2006;Campagne;J;H;CL;1940
Senior Femme Classique;2006;Campagne;S;F;CL;1941
Senior Homme Classique;2006;Campagne;S;H;CL;1942
Vétéran Femme Classique;2006;Campagne;V;F;CL;1943
Vétéran Homme Classique;2006;Campagne;V;H;CL;1944
Scratch Femme Classique;2006;Campagne;SC;F;CL;2062
Scratch Homme Classique;2006;Campagne;SC;H;CL;2063
Junior Femme Poulies;2006;Campagne;J;F;CO;1949
Junior Homme Poulies;2006;Campagne;J;H;CO;1950
Senior Femme Poulies;2006;Campagne;S;F;CO;1951
Senior Homme Poulies;2006;Campagne;S;H;CO;1952
Vétéran Femme Poulies;2006;Campagne;V;F;CO;1953
Vétéran Homme Poulies;2006;Campagne;V;H;CO;1954
Scratch Femme Poulies;2006;Campagne;SC;F;CO;2064
Scratch Homme Poulies;2006;Campagne;SC;H;CO;2065
Benjamin Femme Bare Bow;2006;Nature;B;F;BB;1572
Benjamin Homme Bare Bow;2006;Nature;B;H;BB;1573
Minime Femme Bare Bow;2006;Nature;M;F;BB;1574
Minime Homme Bare Bow;2006;Nature;M;H;BB;1575
Cadet Femme Bare Bow;2006;Nature;C;F;BB;1576
Cadet Homme Bare Bow;2006;Nature;C;H;BB;1577
Junior Femme Bare Bow;2006;Nature;J;F;BB;1578
Junior Homme Bare Bow;2006;Nature;J;H;BB;1579
Sénior Femme Bare Bow;2006;Nature;S;F;BB;1580
Sénior Homme Bare Bow;2006;Nature;S;H;BB;1581
Vétéran Femme Bare Bow;2006;Nature;V;F;BB;1582
Vétéran Homme Bare Bow;2006;Nature;V;H;BB;1583
Sénior Femme Arc Droit;2006;Nature;S;F;AD;1584
Sénior Homme Arc Droit;2006;Nature;S;H;AD;1585
Sénior Femme Arc Chasse;2006;Nature;S;F;AC;1586
Sénior Homme Arc Chasse;2006;Nature;S;H;AC;1587
Junior Femme Arc Libre;2006;Nature;J;F;AL;1588
Junior Homme Arc Libre;2006;Nature;J;H;AL;1589
Sénior Femme Arc Libre;2006;Nature;S;F;AL;1590
Sénior Homme Arc Libre;2006;Nature;S;H;AL;1591
Benjamin Femme Poulies Nu;2006;Nature;B;F;PN;1592
Benjamin Homme Poulies Nu;2006;Nature;B;H;PN;1593
Minime Femme Poulies Nu;2006;Nature;M;F;PN;1594
Minime Homme Poulies Nu;2006;Nature;M;H;PN;1595
Cadet Femme Poulies Nu;2006;Nature;C;F;PN;1596
Cadet Homme Poulies Nu;2006;Nature;C;H;PN;1597
Junior Femme Poulies Nu;2006;Nature;J;F;PN;1598
Junior Homme Poulies Nu;2006;Nature;J;H;PN;1599
Sénior Femme Poulies Nu;2006;Nature;S;F;PN;1600
Sénior Homme Poulies Nu;2006;Nature;S;H;PN;1601
Vétéran Femme Poulies Nu;2006;Nature;V;F;PN;1602
Vétéran Homme Poulies Nu;2006;Nature;V;H;PN;1603
Senior Femme Bare Bow;2006;Salle;S;F;BB;2057
Senior Homme Bare Bow;2006;Salle;S;H;BB;2058
Benjamin Femme Classique;2006;Salle;B;F;CL;2031
Benjamin Homme Classique;2006;Salle;B;H;CL;2032
Minime Femme Classique;2006;Salle;M;F;CL;2033
Minime Homme Classique;2006;Salle;M;H;CL;2034
Cadet Femme Classique;2006;Salle;C;F;CL;2035
Cadet Homme Classique;2006;Salle;C;H;CL;2036
Junior Femme Classique;2006;Salle;J;F;CL;2037
Junior Homme Classique;2006;Salle;J;H;CL;2038
Senior Femme Classique;2006;Salle;S;F;CL;2039
Senior Homme Classique;2006;Salle;S;H;CL;2040
Vétéran Femme Classique;2006;Salle;V;F;CL;2041
Vétéran Homme Classique;2006;Salle;V;H;CL;2042
Super Vétéran Femme Classique;2006;Salle;SV;F;CL;2043
Super Vétéran Homme Classique;2006;Salle;SV;H;CL;2044
Junior Femme Poulies;2006;Salle;J;F;CO;2049
Junior Homme Poulies;2006;Salle;J;H;CO;2050
Senior Femme Poulies;2006;Salle;S;F;CO;2051
Senior Homme Poulies;2006;Salle;S;H;CO;2052
Vétéran Femme Poulies;2006;Salle;V;F;CO;2053
Vétéran Homme Poulies;2006;Salle;V;H;CO;2054
Super Vétéran Femme Poulies;2006;Salle;SV;F;CO;2055
Super Vétéran Homme Poulies;2006;Salle;SV;H;CO;2056
Benjamin Femme Classique;2006;Fita;B;F;CL;1690
Benjamin Homme Classique;2006;Fita;B;H;CL;1691
Minime Femme Classique;2006;Fita;M;F;CL;1692
Minime Homme Classique;2006;Fita;M;H;CL;1693
Cadet Femme Classique;2006;Fita;C;F;CL;1694
Cadet Homme Classique;2006;Fita;C;H;CL;1695
Junior Femme Classique;2006;Fita;J;F;CL;1696
Junior Homme Classique;2006;Fita;J;H;CL;1697
Senior Femme Classique;2006;Fita;S;F;CL;1698
Senior Homme Classique;2006;Fita;S;H;CL;1699
Vétéran Femme Classique;2006;Fita;V;F;CL;1700
Vétéran Homme Classique;2006;Fita;V;H;CL;1701
Super Vétéran Femme Classique;2006;Fita;SV;F;CL;2141
Super Vétéran Homme Classique;2006;Fita;SV;H;CL;2142
Scratch Femme Classique;2006;Fita;SC;F;CL;2066
Scratch Homme Classique;2006;Fita;SC;H;CL;2067
Junior Femme Poulies;2006;Fita;J;F;CO;1706
Junior Homme Poulies;2006;Fita;J;H;CO;1707
Senior Femme Poulies;2006;Fita;S;F;CO;1708
Senior Homme Poulies;2006;Fita;S;H;CO;1709
Vétéran Femme Poulies;2006;Fita;V;F;CO;1710
Vétéran Homme Poulies;2006;Fita;V;H;CO;1711
Super Vétéran Femme Poulies;2006;Fita;SV;F;CO;1712
Super Vétéran Homme Poulies;2006;Fita;SV;H;CO;1713
Scratch Femme Poulies;2006;Fita;SC;F;CO;2068
Scratch Homme Poulies;2006;Fita;SC;H;CO;2069
Benjamin Femme Bare Bow;2006;3D;B;F;BB;1845
Benjamin Homme Bare Bow;2006;3D;B;H;BB;1846
Minime Femme Bare Bow;2006;3D;M;F;BB;1847
Minime Homme Bare Bow;2006;3D;M;H;BB;1848
Cadet Femme Bare Bow;2006;3D;C;F;BB;1849
Cadet Homme Bare Bow;2006;3D;C;H;BB;1850
Junior Femme Bare Bow;2006;3D;J;F;BB;1851
Junior Homme Bare Bow;2006;3D;J;H;BB;1852
Senior Femme Bare Bow;2006;3D;S;F;BB;1853
Senior Homme Bare Bow;2006;3D;S;H;BB;1854
Vétéran Femme Bare Bow;2006;3D;V;F;BB;1855
Vétéran Homme Bare Bow;2006;3D;V;H;BB;1856
Senior Femme Arc Droit;2006;3D;S;F;AD;1887
