Name;Year;Type;Categorie;Sexe;Bow;Value
Senior Homme Arc Droit;2006;3D;S;H;AD;1888
Senior Femme Arc Chasse;2006;3D;S;F;AC;1897
Senior Homme Arc Chasse;2006;3D;S;H;AC;1898
Junior Femme Arc Libre;2006;3D;J;F;AL;1875
Junior Homme Arc Libre;2006;3D;J;H;AL;1876
Senior Femme Arc Libre;2006;3D;S;F;AL;1877
Senior Homme Arc Libre;2006;3D;S;H;AL;1878
Benjamin Femme Poulies Nu;2006;3D;B;F;PN;1857
Benjamin Homme Poulies Nu;2006;3D;B;H;PN;1858
Minime Femme Poulies Nu;2006;3D;M;F;PN;1859
Minime Homme Poulies Nu;2006;3D;M;H;PN;1860
Cadet Femme Poulies Nu;2006;3D;C;F;PN;1861
Cadet Homme Poulies Nu;2006;3D;C;H;PN;1862
Junior Femme Poulies Nu;2006;3D;J;F;PN;1863
Junior Homme Poulies Nu;2006;3D;J;H;PN;1864
Senior Femme Poulies Nu;2006;3D;S;F;PN;1865
Senior Homme Poulies Nu;2006;3D;S;H;PN;1866
Vétéran Femme Poulies Nu;2006;3D;V;F;PN;1867
Vétéran Homme Poulies Nu;2006;3D;V;H;PN;1868
Benjamin Femme Arc Classique;2007;Federal;B;F;CL;2546
Benjamin Homme Arc Classique;2007;Federal;B;H;CL;2545
Minime Femme Arc Classique;2007;Federal;M;F;CL;2548
Minime Homme Arc Classique;2007;Federal;M;H;CL;2547
Cadet Femme Arc Classique;2007;Federal;C;F;CL;2550
Cadet Homme Arc Classique;2007;Federal;C;H;CL;2549
Junior Femme Arc Classique;2007;Federal;J;F;CL;2552
Junior Homme Arc Classique;2007;Federal;J;H;CL;2551
Senior Femme Arc Classique;2007;Federal;S;F;CL;2554
Senior Homme Arc Classique;2007;Federal;S;H;CL;2553
Vétéran Femme Arc Classique;2007;Federal;V;F;CL;2556
Vétéran Homme Arc Classique;2007;Federal;V;H;CL;2555
Super Vétéran Femme Arc Classique;2007;Federal;SV;F;CL;2558
Super Vétéran Homme Arc Classique;2007;Federal;SV;H;CL;2557
Junior Femme Arc à Poulies;2007;Federal;J;F;CO;2564
Junior Homme Arc à Poulies;2007;Federal;J;H;CO;2563
Senior Femme Arc à Poulies;2007;Federal;S;F;CO;2566
Senior Homme Arc à Poulies;2007;Federal;S;H;CO;2565
Vétéran Femme Arc à Poulies;2007;Federal;V;F;CO;2568
Vétéran Homme Arc à Poulies;2007;Federal;V;H;CO;2567
Super Vétéran Femme Arc à Poulies;2007;Federal;SV;F;CO;2570
Super Vétéran Homme Arc à Poulies;2007;Federal;SV;H;CO;2569
Poussin Homme Bare bow;2007;Campagne;M;H;BB;2847
Junior Femme Bare Bow;2007;Campagne;J;F;BB;2510
Junior Homme Bare Bow;2007;Campagne;J;H;BB;2509
Senior Femme Bare Bow;2007;Campagne;S;F;BB;2512
Senior Homme Bare Bow;2007;Campagne;S;H;BB;2511
Vétéran Homme Bare Bow;2007;Campagne;V;H;BB;2513
Vétéran Femme Bare Bow;2007;Campagne;V;F;BB;2514
Scratch Femme Bare Bow;2007;Campagne;SC;F;BB;2631
Scratch Homme Bare Bow;2007;Campagne;SC;H;BB;2632
Poussin Femme Arc classique;2007;Campagne;M;F;CL;2856
Benjamin Femme Arc Classique;2007;Campagne;B;F;CL;2484
Benjamin Homme Arc Classique;2007;Campagne;B;H;CL;2483
Minime Femme Arc Classique;2007;Campagne;M;F;CL;2486
Minime Homme Arc Classique;2007;Campagne;M;H;CL;2485
Cadet Femme Arc Classique;2007;Campagne;C;F;CL;2488
Cadet Homme Arc Classique;2007;Campagne;C;H;CL;2487
Junior Femme Arc Classique;2007;Campagne;J;F;CL;2490
Junior Homme Arc Classique;2007;Campagne;J;H;CL;2489
Senior Femme Arc Classique;2007;Campagne;S;F;CL;2492
Senior Homme Arc Classique;2007;Campagne;S;H;CL;2491
Vétéran Homme Arc Classique;2007;Campagne;V;H;CL;2493
Vétéran Femme Arc Classique;2007;Campagne;V;F;CL;2494
Scratch Femme Classique;2007;Campagne;SC;F;CL;2633
Scratch Homme Classique;2007;Campagne;SC;H;CL;2634
Junior Femme Arc à Poulies;2007;Campagne;J;F;CO;2500
Junior Homme Arc à Poulies;2007;Campagne;J;H;CO;2499
Senior Femme Arc à Poulies;2007;Campagne;S;F;CO;2502
Senior Homme Arc à Poulies;2007;Campagne;S;H;CO;2501
Vétéran Homme Arc à Poulies;2007;Campagne;V;H;CO;2503
Vétéran Femme Arc à Poulies;2007;Campagne;V;F;CO;2504
Scratch Femme Poulies;2007;Campagne;SC;F;CO;2635
Scratch Homme Poulies;2007;Campagne;SC;H;CO;2636
Poussin Homme Bare bow;2007;Nature;M;H;BB;2687
Benjamin Femme Bare Bow;2007;Nature;B;F;BB;2290
Benjamin Homme Bare Bow;2007;Nature;B;H;BB;2289
Minime Homme Bare Bow;2007;Nature;M;H;BB;2291
Minime Femme Bare Bow;2007;Nature;M;F;BB;2292
Minime Homme Bare bow;2007;Nature;M;H;BB;2626
Cadet Femme Bare Bow;2007;Nature;C;F;BB;2294
Cadet Homme Bare Bow;2007;Nature;C;H;BB;2293
Junior Femme Bare Bow;2007;Nature;J;F;BB;2296
Junior Homme Bare Bow;2007;Nature;J;H;BB;2295
Senior Femme Bare Bow;2007;Nature;S;F;BB;2298
Senior Homme Bare Bow;2007;Nature;S;H;BB;2297
Vétéran Femme Bare Bow;2007;Nature;V;F;BB;2300
Vétéran Homme Bare Bow;2007;Nature;V;H;BB;2299
Senior Femme Arc Droit;2007;Nature;S;F;AD;2332
Senior Homme Arc Droit;2007;Nature;S;H;AD;2331
Senior Femme Arc Chasse;2007;Nature;S;F;AC;2342
Senior Homme Arc Chasse;2007;Nature;S;H;AC;2341
Poussin Homme Arc libre;2007;Nature;M;H;AL;2892
Junior Femme Arc Libre;2007;Nature;J;F;AL;2320
Junior Homme Arc Libre;2007;Nature;J;H;AL;2319
Senior Femme Arc Libre;2007;Nature;S;F;AL;2322
Senior Homme Arc Libre;2007;Nature;S;H;AL;2321
Benjamin Femme Arc à Poulies Nu;2007;Nature;B;F;PN;2302
Benjamin Homme Arc à Poulies Nu;2007;Nature;B;H;PN;2301
Minime Femme Arc à Poulies Nu;2007;Nature;M;F;PN;2304
Minime Homme Arc à Poulies Nu;2007;Nature;M;H;PN;2303
Cadet Femme Arc à Poulies Nu;2007;Nature;C;F;PN;2306
Cadet Homme Arc à Poulies Nu;2007;Nature;C;H;PN;2305
Junior Femme Arc à Poulies Nu;2007;Nature;J;F;PN;2308
Junior Homme Arc à Poulies Nu;2007;Nature;J;H;PN;2307
Senior Femme Arc à Poulies Nu;2007;Nature;S;F;PN;2310
Senior Homme Arc à Poulies Nu;2007;Nature;S;H;PN;2309
Vétéran Femme Arc à Poulies Nu;2007;Nature;V;F;PN;2312
Vétéran Homme Arc à Poulies Nu;2007;Nature;V;H;PN;2311
Senior Femme Bare Bow;2007;Salle;S;F;BB;2110
Senior Homme Bare Bow;2007;Salle;S;H;BB;2111
Benjamin Femme Classique;2007;Salle;B;F;CL;2112
Benjamin Homme Classique;2007;Salle;B;H;CL;2113
Minime Femme Classique;2007;Salle;M;F;CL;2114
Minime Homme Classique;2007;Salle;M;H;CL;2115
Cadet Femme Classique;2007;Salle;C;F;CL;2116
Cadet Homme Classique;2007;Salle;C;H;CL;2117
Junior Femme Classique;2007;Salle;J;F;CL;2118
Junior Homme Classique;2007;Salle;J;H;CL;2119
Senior Femme Classique;2007;Salle;S;F;CL;2120
Senior Homme Classique;2007;Salle;S;H;CL;2121
Vétéran Femme Classique;2007;Salle;V;F;CL;2122
Vétéran Homme Classique;2007;Salle;V;H;CL;2123
Super Vétéran Femme Classique;2007;Salle;SV;F;CL;2124
Super Vétéran Homme Classique;2007;Salle;SV;H;CL;2125
Junior Femme Poulies;2007;Salle;J;F;CO;2126
Junior Homme Poulies;2007;Salle;J;H;CO;2127
Senior Femme Poulies;2007;Salle;S;F;CO;2128
Senior Homme Poulies;2007;Salle;S;H;CO;2129
Vétéran Femme Poulies;2007;Salle;V;F;CO;2130
Vétéran Homme Poulies;2007;Salle;V;H;CO;2131
Super Vétéran Femme Poulies;2007;Salle;SV;F;CO;2132
Super Vétéran Homme Poulies;2007;Salle;SV;H;CO;2133
Benjamin Femme Arc Classique;2007;Fita;B;F;CL;2598
Benjamin Homme Arc Classique;2007;Fita;B;H;CL;2597
Minime Femme Arc Classique;2007;Fita;M;F;CL;2600
Minime Homme Arc Classique;2007;Fita;M;H;CL;2599
Cadet Femme Arc Classique;2007;Fita;C;F;CL;2602
Cadet Homme Arc Classique;2007;Fita;C;H;CL;2601
Junior Femme Arc Classique;2007;Fita;J;F;CL;2604
Junior Homme Arc Classique;2007;Fita;J;H;CL;2603
Senior Femme Arc Classique;2007;Fita;S;F;CL;2606
Senior Homme Arc Classique;2007;Fita;S;H;CL;2605
Vétéran Femme Arc Classique;2007;Fita;V;F;CL;2608
Vétéran Homme Arc Classique;2007;Fita;V;H;CL;2607
Super Vétéran Femme Arc Classique;2007;Fita;SV;F;CL;2610
Super Vétéran Homme Arc Classique;2007;Fita;SV;H;CL;2609
Scartch Femme Classique;2007;Fita;SC;F;CL;2637
Scratch Homme Classique;2007;Fita;SC;H;CL;2638
Junior Femme Arc à Poulies;2007;Fita;J;F;CO;2616
Junior Homme Arc à Poulies;2007;Fita;J;H;CO;2615
Senior Femme Arc à Poulies;2007;Fita;S;F;CO;2618
Senior Homme Arc à Poulies;2007;Fita;S;H;CO;2617
Vétéran Femme Arc à Poulies;2007;Fita;V;F;CO;2620
Vétéran Homme Arc à Poulies;2007;Fita;V;H;CO;2619
Super Vétéran Femme Arc à Poulies;2007;Fita;SV;F;CO;2622
Super Vétéran Homme Arc à Poulies;2007;Fita;SV;H;CO;2621
Scratch Femme Poulies;2007;Fita;SC;F;CO;2639
Scratch Homme Poulies;2007;Fita;SC;H;CO;2640
Benjamin Femme Bare Bow;2007;3D;B;F;BB;2398
Benjamin Homme Bare Bow;2007;3D;B;H;BB;2397
Minime Femme Bare Bow;2007;3D;M;F;BB;2400
Minime Homme Bare Bow;2007;3D;M;H;BB;2399
Cadet Femme Bare Bow;2007;3D;C;F;BB;2402
Cadet Homme Bare Bow;2007;3D;C;H;BB;2401
Junior Femme Bare Bow;2007;3D;J;F;BB;2404
Junior Homme Bare Bow;2007;3D;J;H;BB;2403
Senior Femme Bare Bow;2007;3D;S;F;BB;2406
Senior Homme Bare Bow;2007;3D;S;H;BB;2405
Vétéran Femme Bare Bow;2007;3D;V;F;BB;2408
Vétéran Homme Bare Bow;2007;3D;V;H;BB;2407
Senior Homme Arc Droit;2007;3D;S;H;AD;2439
Senior Femme Arc Droit;2007;3D;S;F;AD;2440
Senior Homme Arc Chasse;2007;3D;S;H;AC;2449
Senior Femme Arc Chasse;2007;3D;S;F;AC;2450
Junior Femme Arc Libre;2007;3D;J;F;AL;2428
Junior Homme Arc Libre;2007;3D;J;H;AL;2427
Senior Femme Arc Libre;2007;3D;S;F;AL;2430
Senior Homme Arc Libre;2007;3D;S;H;AL;2429
Benjamin Femme Arc à Poulies Nu;2007;3D;B;F;PN;2410
Benjamin Homme Arc à Poulies Nu;2007;3D;B;H;PN;2409
Minime Femme Arc à Poulies Nu;2007;3D;M;F;PN;2412
Minime Homme Arc à Poulies Nu;2007;3D;M;H;PN;2411
Cadet Femme Arc à Poulies Nu;2007;3D;C;F;PN;2414
Cadet Homme Arc à Poulies Nu;2007;3D;C;H;PN;2413
Junior Femme Arc à Poulies Nu;2007;3D;J;F;PN;2416
Junior Homme Arc à Poulies Nu;2007;3D;J;H;PN;2415
Senior Femme Arc à Poulies Nu;2007;3D;S;F;PN;2418
Senior Homme Arc à Poulies Nu;2007;3D;S;H;PN;2417
Vétéran Femme Arc à Poulies Nu;2007;3D;V;F;PN;2420
Vétéran Homme Arc à Poulies Nu;2007;3D;V;H;PN;2419
Benjamin Femme Arc Classique;2008;Federal;B;F;CL;3102
Benjamin Homme Arc Classique;2008;Federal;B;H;CL;3103
Minime Femme Arc Classique;2008;Federal;M;F;CL;3104
<option value="3105">Minime Homme Arc Classique</option>
Cadet Femme Arc Classique;2008;Federal;C;F;CL;3106
Cadet Homme Arc Classique;2008;Federal;C;H;CL;3107
Junior Femme Arc Classique;2008;Federal;J;F;CL;3108
Junior Homme Arc Classique;2008;Federal;J;H;CL;3109
Senior Femme Arc Classique;2008;Federal;S;F;CL;3110
Senior Homme Arc Classique;2008;Federal;S;H;CL;3111
Vétéran Femme Arc Classique;2008;Federal;V;F;CL;3112
Vétéran Homme Arc Classique;2008;Federal;V;H;CL;3113
Super Vétéran Femme Arc Classique;2008;Federal;SV;F;CL;3114
Super Vétéran Homme Arc Classique;2008;Federal;SV;H;CL;3115
Junior Femme Arc à Poulies;2008;Federal;J;F;CO;3182
Junior Homme Arc à Poulies;2008;Federal;J;H;CO;3183
Senior Femme Arc à Poulies;2008;Federal;S;F;CO;3184
Senior Homme Arc à Poulies;2008;Federal;S;H;CO;3185
Vétéran Femme Arc à Poulies;2008;Federal;V;F;CO;3186
Vétéran Homme Arc à Poulies;2008;Federal;V;H;CO;3187
Super Vétéran Femme Arc à Poulies;2008;Federal;SV;F;CO;3188
Super Vétéran Homme Arc à Poulies;2008;Federal;SV;H;CO;3189
Junior Femme Bare Bow;2008;Campagne;J;F;BB;3074
Junior Homme Bare Bow;2008;Campagne;J;H;BB;3075
Senior Femme Bare Bow;2008;Campagne;S;F;BB;3076
Senior Homme Bare Bow;2008;Campagne;S;H;BB;3077
Vétéran Femme Bare Bow;2008;Campagne;V;F;BB;3078
Vétéran Homme Bare Bow;2008;Campagne;V;H;BB;3079
Scratch Femme Bare Bow;2008;Campagne;SC;F;BB;3116
Scratch Homme Bare Bow;2008;Campagne;SC;H;BB;3117
Benjamin Femme Arc Classique;2008;Campagne;B;F;CL;3082
Benjamin Homme Arc Classique;2008;Campagne;B;H;CL;3083
Minime Femme Arc Classique;2008;Campagne;M;F;CL;3084
Minime Homme Arc Classique;2008;Campagne;M;H;CL;3085
Cadet Femme Arc Classique;2008;Campagne;C;F;CL;3086
Cadet Homme Arc Classique;2008;Campagne;C;H;CL;3087
Junior Femme Arc Classique;2008;Campagne;J;F;CL;3088
Junior Homme Arc Classique;2008;Campagne;J;H;CL;3089
Senior Femme Arc Classique;2008;Campagne;S;F;CL;3090
Senior Homme Arc Classique;2008;Campagne;S;H;CL;3091
Vétéran Femme Arc Classique;2008;Campagne;V;F;CL;3092
Vétéran Homme Arc Classique;2008;Campagne;V;H;CL;3093
Scratch Femme Classique;2008;Campagne;SC;F;CL;3118
Scratch Homme Classique;2008;Campagne;SC;H;CL;3119
Senior Femme Inconnu;2008;Campagne;S;F;IC;3378
Vétéran Homme Inconnu;2008;Campagne;V;H;IC;3411
Vétéran Homme Inconnu;2008;Campagne;V;H;IC;3418
Junior Femme Arc à Poulies;2008;Campagne;J;F;CO;3094
Junior Homme Arc à Poulies;2008;Campagne;J;H;CO;3095
Senior Femme Arc à Poulies;2008;Campagne;S;F;CO;3096
Senior Homme Arc à Poulies;2008;Campagne;S;H;CO;3097
Vétéran Femme Arc à Poulies;2008;Campagne;V;F;CO;3098
Vétéran Homme Arc à Poulies;2008;Campagne;V;H;CO;3099
Scratch Femme Poulies;2008;Campagne;SC;F;CO;3120
Scratch Homme Poulies;2008;Campagne;SC;H;CO;3121
Benjamin Femme Bare bow;2008;Nature;B;F;BB;3123
Benjamin Homme Bare bow;2008;Nature;B;H;BB;3124
Minime Femme Bare bow;2008;Nature;M;F;BB;3125
Minime Homme Bare bow;2008;Nature;M;H;BB;3126
Cadet Femme Bare bow;2008;Nature;C;F;BB;3127
Cadet Homme Bare bow;2008;Nature;C;H;BB;3128
Junior Femme Bare bow;2008;Nature;J;F;BB;3129
Junior Homme Bare bow;2008;Nature;J;H;BB;3130
Senior Femme Bare bow;2008;Nature;S;F;BB;3131
Senior Homme Bare bow;2008;Nature;S;H;BB;3132
Vétéran Femme Bare bow;2008;Nature;V;F;BB;3133
Vétéran Homme Bare bow;2008;Nature;V;H;BB;3134
Senior Femme Arc Droit;2008;Nature;S;F;AD;3135
Senior Homme Arc Droit;2008;Nature;S;H;AD;3136
Senior Femme Arc Chasse;2008;Nature;S;F;AC;3137
Senior Homme Arc Chasse;2008;Nature;S;H;AC;3138
Junior Femme Arc Libre;2008;Nature;J;F;AL;3140
Junior Homme Arc Libre;2008;Nature;J;H;AL;3141
Senior Femme Arc Libre;2008;Nature;S;F;AL;3143
Senior Homme Arc Libre;2008;Nature;S;H;AL;3142
Benjamin Femme Arc à Poulies Nu;2008;Nature;B;F;PN;3144
Benjamin Homme Arc à Poulies Nu;2008;Nature;B;H;PN;3145
Minime Femme Arc à Poulies Nu;2008;Nature;M;F;PN;3146
Minime Homme Arc à Poulies Nu;2008;Nature;M;H;PN;3147
Cadet Femme Arc à Poulies Nu;2008;Nature;C;F;PN;3148
Cadet Homme Arc à Poulies Nu;2008;Nature;C;H;PN;3149
Junior Femme Arc à Poulies Nu;2008;Nature;J;F;PN;3150
Junior Homme Arc à Poulies Nu;2008;Nature;J;H;PN;3151
Senior Femme Arc à Poulies Nu;2008;Nature;S;F;PN;3152
Senior Homme Arc à Poulies Nu;2008;Nature;S;H;PN;3153
Vétéran Femme Arc à Poulies Nu;2008;Nature;V;F;PN;3154
Vétéran Homme Arc à Poulies Nu;2008;Nature;V;H;PN;3155
Senior Homme Bare Bow;2008;Salle;S;H;BB;2786
Senior Femme Bare Bow;2008;Salle;S;F;BB;2787
Benjamin Femme Classique;2008;Salle;B;F;CL;2788
Benjamin Homme Classique;2008;Salle;B;H;CL;2789
Minime Femme Classique;2008;Salle;M;F;CL;2790
Minime Homme Classique;2008;Salle;M;H;CL;2791
Cadet Femme Classique;2008;Salle;C;F;CL;2792
Cadet Homme Classique;2008;Salle;C;H;CL;2793
Junior Femme Classique;2008;Salle;J;F;CL;2794
Junior Homme Classique;2008;Salle;J;H;CL;2795
Senior Femme Classique;2008;Salle;S;F;CL;2796
Senior Homme Classique;2008;Salle;S;H;CL;2797
Vétéran Femme Classique;2008;Salle;V;F;CL;2798
Vétéran Homme Classique;2008;Salle;V;H;CL;2799
Super Vétéran Femme Classique;2008;Salle;SV;F;CL;2800
Super Vétéran Homme Classique;2008;Salle;SV;H;CL;2801
Junior Femme Poulies;2008;Salle;J;F;CO;2802
Junior Homme Poulies;2008;Salle;J;H;CO;2803
Senior Femme Poulies;2008;Salle;S;F;CO;2804
Senior Homme Poulies;2008;Salle;S;H;CO;2805
Vétéran Femme Poulies;2008;Salle;V;F;CO;2806
Vétéran Homme Poulies;2008;Salle;V;H;CO;2807
Super Vétéran Femme Poulies;2008;Salle;SV;F;CO;2808
Super Vétéran Homme Poulies;2008;Salle;SV;H;CO;2809
Benjamin Femme Arc Classique;2008;Fita;B;F;CL;3052
Benjamin Homme Arc Classique;2008;Fita;B;H;CL;3053
Minime Femme Arc Classique;2008;Fita;M;F;CL;3054
Minime Homme Arc Classique;2008;Fita;M;H;CL;3055
Cadet Femme Arc Classique;2008;Fita;C;F;CL;3056
Cadet Homme Arc Classique;2008;Fita;C;H;CL;3057
Junior Femme Arc Classique;2008;Fita;J;F;CL;3058
Junior Homme Arc Classique;2008;Fita;J;H;CL;3059
Senior Femme Arc Classique;2008;Fita;S;F;CL;3060
Senior Homme Arc Classique;2008;Fita;S;H;CL;3061
Vétéran Femme Arc Classique;2008;Fita;V;F;CL;3062
Vétéran Homme Arc Classique;2008;Fita;V;H;CL;3063
Super Vétéran Femme Arc Classique;2008;Fita;SV;F;CL;3064
Super Vétéran Homme Arc Classique;2008;Fita;SV;H;CL;3065
Scratch Femme Classique;2008;Fita;SC;F;CL;3178
Scratch Homme Classique;2008;Fita;SC;H;CL;3179
Junior Femme Arc à Poulies;2008;Fita;J;F;CO;3066
Junior Homme Arc à Poulies;2008;Fita;J;H;CO;3067
Senior Femme Arc à Poulies;2008;Fita;S;F;CO;3068
Senior Homme Arc à Poulies;2008;Fita;S;H;CO;3069
Vétéran Femme Arc à Poulies;2008;Fita;V;F;CO;3070
Vétéran Homme Arc à Poulies;2008;Fita;V;H;CO;3071
Super Vétéran Femme Arc à Poulies;2008;Fita;SV;F;CO;3072
Super Vétéran Homme Arc à Poulies;2008;Fita;SV;H;CO;3073
Scratch Femme Poulies;2008;Fita;SC;F;CO;3180
Scratch Homme Poulies;2008;Fita;SC;H;CO;3181
Benjamin Femme Bare Bow;2008;3D;B;F;BB;3190
Benjamin Homme Bare Bow;2008;3D;B;H;BB;3191
Minime Femme Bare Bow;2008;3D;M;F;BB;3192
Minime Homme Bare Bow;2008;3D;M;H;BB;3193
Cadet Femme Bare Bow;2008;3D;C;F;BB;3194
Cadet Homme Bare Bow;2008;3D;C;H;BB;3195
Junior Femme Bare Bow;2008;3D;J;F;BB;3196
Junior Homme Bare Bow;2008;3D;J;H;BB;3197
Senior Femme Bare Bow;2008;3D;S;F;BB;3198
Senior Homme Bare Bow;2008;3D;S;H;BB;3199
Vétéran Femme Bare Bow;2008;3D;V;F;BB;3200
Vétéran Homme Bare Bow;2008;3D;V;H;BB;3201
Senior Femme Arc Droit;2008;3D;S;F;AD;3202
Senior Homme Arc Droit;2008;3D;S;H;AD;3203
Senior Homme Arc Chasse;2008;3D;S;H;AC;3205
Senior Femme Arc Chasse;2008;3D;S;F;AC;3204
Junior Femme Arc Libre;2008;3D;J;F;AL;3206
Junior Homme Arc Libre;2008;3D;J;H;AL;3207
Senior Homme Arc Libre;2008;3D;S;H;AL;3209
Senior Femme Arc Libre;2008;3D;S;F;AL;3208
Benjamin Femme Arc à Poulies Nu;2008;3D;B;F;PN;3210
Benjamin Homme Arc à Poulies Nu;2008;3D;B;H;PN;3211
Minime Femme Arc à Poulies Nu;2008;3D;M;F;PN;3212
Minime Homme Arc à Poulies Nu;2008;3D;M;H;PN;3213
Cadet Femme Arc à Poulies Nu;2008;3D;C;F;PN;3214
Cadet Homme Arc à Poulies Nu;2008;3D;C;H;PN;3215
Junior Femme Arc à Poulies Nu;2008;3D;J;F;PN;3216
Junior Homme Arc à Poulies Nu;2008;3D;J;H;PN;3217
Senior Femme Arc à Poulies Nu;2008;3D;S;F;PN;3218
Senior Homme Arc à Poulies Nu;2008;3D;S;H;PN;3219
Vétéran Femme Arc à Poulies Nu;2008;3D;V;F;PN;3220
Vétéran Homme Arc à Poulies Nu;2008;3D;V;H;PN;3221
Benjamin Femme Arc Classique;2009;Federal;B;F;CL;3637
Benjamin Homme Arc Classique;2009;Federal;B;H;CL;3638
Minime Femme Arc Classique;2009;Federal;M;F;CL;3639
Minime Homme Arc Classique;2009;Federal;M;H;CL;3640
Cadet Femme Arc Classique;2009;Federal;C;F;CL;3641
Cadet Homme Arc Classique;2009;Federal;C;H;CL;3642
Junior Femme Arc Classique;2009;Federal;J;F;CL;3643
Junior Homme Arc Classique;2009;Federal;J;H;CL;3644
Senior Femme Arc Classique;2009;Federal;S;F;CL;3645
Senior Homme Arc Classique;2009;Federal;S;H;CL;3646
Vétéran Femme Arc Classique;2009;Federal;V;F;CL;3647
Vétéran Homme Arc Classique;2009;Federal;V;H;CL;3648
Super Vétéran Femme Arc Classique;2009;Federal;SV;F;CL;3649
Super Vétéran Homme Arc Classique;2009;Federal;SV;H;CL;3650
Junior Homme Arc à Poulies;2009;Federal;J;H;CO;3651
Junior Femme Arc à Poulies;2009;Federal;J;F;CO;3652
Senior Femme Arc à Poulies;2009;Federal;S;F;CO;3653
Senior Homme Arc à Poulies;2009;Federal;S;H;CO;3654
Vétéran Femme Arc à Poulies;2009;Federal;V;F;CO;3655
Vétéran Homme Arc à Poulies;2009;Federal;V;H;CO;3656
Super Vétéran Femme Arc à Poulies;2009;Federal;SV;F;CO;3657
Super Vétéran Homme Arc à Poulies;2009;Federal;SV;H;CO;3658
Junior Femme Bare Bow;2009;Campagne;J;F;BB;3583
Junior Homme Bare Bow;2009;Campagne;J;H;BB;3584
Senior Femme Bare Bow;2009;Campagne;S;F;BB;3585
Senior Homme Bare Bow;2009;Campagne;S;H;BB;3586
Vétéran Homme Bare Bow;2009;Campagne;V;H;BB;3588
Vétéran Femme Bare Bow;2009;Campagne;V;F;BB;3587
Scratch Femme Bare Bow;2009;Campagne;SC;F;BB;3888
Scratch Homme Bare Bow;2009;Campagne;SC;H;BB;3889
