Name;Year;Type;Categorie;Sexe;Bow;Value
Super Vétéran Femme Arc à Poulies;2013;Fita;SV;F;CO;6620
Super Vétéran Homme Arc à Poulies;2013;Fita;SV;H;CO;6621
Scratch Femme Poulies;2013;Fita;SC;F;CO;6718
Scratch Homme Poulies;2013;Fita;SC;H;CO;6719
Benjamin Femme Bare Bow;2013;3D;B;F;BB;6459
Benjamin Homme Bare Bow;2013;3D;B;H;BB;6460
Minime Femme Bare Bow;2013;3D;M;F;BB;6461
Minime Homme Bare Bow;2013;3D;M;H;BB;6462
Cadet Femme Bare Bow;2013;3D;C;F;BB;6463
Cadet Homme Bare Bow;2013;3D;C;H;BB;6464
Junior Femme Bare Bow;2013;3D;J;F;BB;6465
Junior Homme Bare Bow;2013;3D;J;H;BB;6466
Senior Femme Bare Bow;2013;3D;S;F;BB;6467
Senior Homme Bare Bow;2013;3D;S;H;BB;6468
Vétéran Femme Bare Bow;2013;3D;V;F;BB;6469
Vétéran Homme Bare Bow;2013;3D;V;H;BB;6470
Junior Femme Arc Droit;2013;3D;J;F;AD;6501
Junior Homme Arc Droit;2013;3D;J;H;AD;6502
Senior Femme Arc Droit;2013;3D;S;F;AD;6471
Senior Homme Arc Droit;2013;3D;S;H;AD;6472
Vétéran Femme Arc droit;2013;3D;V;F;AD;6523
Vétéran Homme Arc droit;2013;3D;V;H;AD;6524
Junior Femme Arc Chasse;2013;3D;J;F;AC;6511
Junior Homme Arc Chasse;2013;3D;J;H;AC;6512
Senior Femme Arc Chasse;2013;3D;S;F;AC;6473
Senior Homme Arc Chasse;2013;3D;S;H;AC;6474
Vétéran Femme Arc Chasse;2013;3D;V;F;AC;6525
Vétéran Homme Arc Chasse;2013;3D;V;H;AC;6526
Cadet Femme Arc Libre;2013;3D;C;F;AL;6519
Cadet Homme Arc Libre;2013;3D;C;H;AL;6520
Junior Femme Arc Libre;2013;3D;J;F;AL;6475
Junior Homme Arc Libre;2013;3D;J;H;AL;6476
Senior Femme Arc Libre;2013;3D;S;F;AL;6477
Senior Homme Arc Libre;2013;3D;S;H;AL;6478
Vétéran Femme Arc libre;2013;3D;V;F;AL;6527
Vétéran Homme Arc libre;2013;3D;V;H;AL;6528
Junior Femme Arc à Poulies Nu;2013;3D;J;F;PN;6485
Junior Homme Arc à Poulies Nu;2013;3D;J;H;PN;6486
Senior Femme Arc à Poulies Nu;2013;3D;S;F;PN;6487
Senior Homme Arc à Poulies Nu;2013;3D;S;H;PN;6488
Vétéran Homme Arc à Poulies Nu;2013;3D;V;H;PN;6490
Vétéran Femme Arc à Poulies Nu;2013;3D;V;F;PN;6489
Benjamin Femme Arc Classique;2014;Federal;B;F;CL;7213
Benjamin Homme Arc Classique;2014;Federal;B;H;CL;7214
Minime Femme Arc Classique;2014;Federal;M;F;CL;7215
Minime Homme Arc Classique;2014;Federal;M;H;CL;7216
Cadet Femme Arc Classique;2014;Federal;C;F;CL;7217
Cadet Homme Arc Classique;2014;Federal;C;H;CL;7218
Junior Femme Arc Classique;2014;Federal;J;F;CL;7219
Junior Homme Arc Classique;2014;Federal;J;H;CL;7220
Senior Femme Arc Classique;2014;Federal;S;F;CL;7221
Senior Homme Arc Classique;2014;Federal;S;H;CL;7222
Vétéran Femme Arc Classique;2014;Federal;V;F;CL;7223
Vétéran Homme Arc Classique;2014;Federal;V;H;CL;7224
Super Vétéran Femme Arc Classique;2014;Federal;SV;F;CL;7225
Super Vétéran Homme Arc Classique;2014;Federal;SV;H;CL;7226
Cadet Femme Arc à poulies;2014;Federal;C;F;CO;7244
Cadet Homme Arc à poulies;2014;Federal;C;H;CO;7246
Junior Femme Arc à Poulies;2014;Federal;J;F;CO;7228
Junior Homme Arc à Poulies;2014;Federal;J;H;CO;7227
Senior Femme Arc à Poulies;2014;Federal;S;F;CO;7229
Senior Homme Arc à Poulies;2014;Federal;S;H;CO;7230
Vétéran Femme Arc à Poulies;2014;Federal;V;F;CO;7231
Vétéran Homme Arc à Poulies;2014;Federal;V;H;CO;7232
Super Vétéran Femme Arc à Poulies;2014;Federal;SV;F;CO;7233
Super Vétéran Homme Arc à Poulies;2014;Federal;SV;H;CO;7234
Cadet Femme Bare Bow;2014;Campagne;C;F;BB;7206
Cadet Homme Bare bow;2014;Campagne;C;H;BB;7212
Junior Femme Bare Bow;2014;Campagne;J;F;BB;7182
Junior Homme Bare Bow;2014;Campagne;J;H;BB;7183
Vétéran Femme Bare Bow;2014;Campagne;V;F;BB;7186
Vétéran Homme Bare Bow;2014;Campagne;V;H;BB;7187
Scratch Femme Bare Bow;2014;Campagne;SC;F;BB;7354
Scratch Homme Bare Bow;2014;Campagne;SC;H;BB;7355
Benjamin Femme Arc Classique;2014;Campagne;B;F;CL;7188
Benjamin Homme Arc Classique;2014;Campagne;B;H;CL;7189
Minime Femme Arc Classique;2014;Campagne;M;F;CL;7190
Minime Homme Arc Classique;2014;Campagne;M;H;CL;7191
Cadet Femme Arc Classique;2014;Campagne;C;F;CL;7192
Cadet Homme Arc Classique;2014;Campagne;C;H;CL;7193
Junior Femme Arc Classique;2014;Campagne;J;F;CL;7194
Junior Homme Arc Classique;2014;Campagne;J;H;CL;7195
Vétéran Femme Arc Classique;2014;Campagne;V;F;CL;7198
Vétéran Homme Arc Classique;2014;Campagne;V;H;CL;7199
Scratch Femme Classique;2014;Campagne;SC;F;CL;7356
Scratch Homme Classique;2014;Campagne;SC;H;CL;7357
Junior Femme Arc à Poulies;2014;Campagne;J;F;CO;7200
Junior Homme Arc à Poulies;2014;Campagne;J;H;CO;7201
Vétéran Femme Arc à Poulies;2014;Campagne;V;F;CO;7204
Vétéran Homme Arc à Poulies;2014;Campagne;V;H;CO;7205
Scratch Femme Poulies;2014;Campagne;SC;F;CO;7358
Scratch Homme Poulies;2014;Campagne;SC;H;CO;7359
Benjamin Femme Bare Bow;2014;Nature;B;F;BB;7277
Benjamin Homme Bare Bow;2014;Nature;B;H;BB;7278
Minime Femme Bare Bow;2014;Nature;M;F;BB;7279
Minime Homme Bare Bow;2014;Nature;M;H;BB;7280
Cadet Femme Bare Bow;2014;Nature;C;F;BB;7281
Cadet Homme Bare Bow;2014;Nature;C;H;BB;7282
Junior Femme Bare Bow;2014;Nature;J;F;BB;7283
Junior Homme Bare Bow;2014;Nature;J;H;BB;7284
Senior Femme Bare Bow;2014;Nature;S;F;BB;7285
Senior Homme Bare Bow;2014;Nature;S;H;BB;7286
Vétéran Femme Bare Bow;2014;Nature;V;F;BB;7287
Vétéran Homme Bare Bow;2014;Nature;V;H;BB;7288
Junior Femme Arc Droit;2014;Nature;J;F;AD;7312
Junior Homme Arc Droit;2014;Nature;J;H;AD;7313
Senior Femme Arc Droit;2014;Nature;S;F;AD;7289
Senior Homme Arc Droit;2014;Nature;S;H;AD;7290
Vétéran Femme Arc Droit;2014;Nature;V;F;AD;7329
Vétéran Homme Arc Droit;2014;Nature;V;H;AD;7330
Junior Femme Arc Chasse;2014;Nature;J;F;AC;7318
Junior Homme Arc Chasse;2014;Nature;J;H;AC;7319
Senior Femme Arc Chasse;2014;Nature;S;F;AC;7291
Senior Homme Arc Chasse;2014;Nature;S;H;AC;7292
Vétéran Femme Arc Chasse;2014;Nature;V;F;AC;7331
Vétéran Homme Arc Chasse;2014;Nature;V;H;AC;7332
Cadet Femme Arc Libre;2014;Nature;C;F;AL;7324
Cadet Homme Arc Libre;2014;Nature;C;H;AL;7325
Junior Femme Arc Libre;2014;Nature;J;F;AL;7293
Junior Homme Arc Libre;2014;Nature;J;H;AL;7294
Senior Femme Arc Libre;2014;Nature;S;F;AL;7295
Senior Homme Arc Libre;2014;Nature;S;H;AL;7296
Vétéran Femme Arc  Libre;2014;Nature;V;F;AL;7333
Vétéran Homme Arc Libre;2014;Nature;V;H;AL;7334
Junior Femme Arc à Poulies Nu;2014;Nature;J;F;PN;7301
Junior Homme Arc à Poulies Nu;2014;Nature;J;H;PN;7302
Senior Femme Arc à Poulies Nu;2014;Nature;S;F;PN;7303
Senior Homme Arc à Poulies Nu;2014;Nature;S;H;PN;7304
Vétéran Femme Arc à Poulies Nu;2014;Nature;V;F;PN;7305
Vétéran Homme Arc à Poulies Nu;2014;Nature;V;H;PN;7306
Cadet Homme Bare Bow;2014;Salle;C;H;BB;6825
Cadet Femme Bare Bow;2014;Salle;C;F;BB;6824
Scratch Femme Bare Bow;2014;Salle;SC;F;BB;6792
Scratch Homme Bare Bow;2014;Salle;SC;H;BB;6791
Benjamin Femme Classique;2014;Salle;B;F;CL;6793
Benjamin Homme Classique;2014;Salle;B;H;CL;6794
Minime Femme Classique;2014;Salle;M;F;CL;6795
Minime Homme Classique;2014;Salle;M;H;CL;6796
Cadet Femme Classique;2014;Salle;C;F;CL;6797
Cadet Homme Classique;2014;Salle;C;H;CL;6798
Junior Femme Classique;2014;Salle;J;F;CL;6799
Junior Homme Classique;2014;Salle;J;H;CL;6800
Senior Femme Classique;2014;Salle;S;F;CL;6801
Senior Homme Classique;2014;Salle;S;H;CL;6802
Vétéran Femme Classique;2014;Salle;V;F;CL;6803
Vétéran Homme Classique;2014;Salle;V;H;CL;6804
Super Vétéran Femme Classique;2014;Salle;SV;F;CL;6805
Super Vétéran Homme Classique;2014;Salle;SV;H;CL;6806
Cadet Femme Arc à poulies;2014;Salle;C;F;CO;6822
Cadet Homme Arc à poulies;2014;Salle;C;H;CO;6823
Junior Femme Poulies;2014;Salle;J;F;CO;6807
Junior Homme Poulies;2014;Salle;J;H;CO;6808
Senior Femme Poulies;2014;Salle;S;F;CO;6809
Senior Homme Poulies;2014;Salle;S;H;CO;6810
Vétéran Femme Poulies;2014;Salle;V;F;CO;6811
Vétéran Homme Poulies;2014;Salle;V;H;CO;6812
Super Vétéran Femme Poulies;2014;Salle;SV;F;CO;6813
Super Vétéran Homme Poulies;2014;Salle;SV;H;CO;6814
Benjamin Femme Arc classique;2014;Fita;B;F;CL;7250
Benjamin Homme Arc classique;2014;Fita;B;H;CL;7251
Minime Femme Arc classique;2014;Fita;M;F;CL;7252
Minime Homme Arc classique;2014;Fita;M;H;CL;7253
Cadet Femme Arc classique;2014;Fita;C;F;CL;7254
Cadet Homme Arc classique;2014;Fita;C;H;CL;7255
Junior Femme Arc classique;2014;Fita;J;F;CL;7256
Junior Homme Arc classique;2014;Fita;J;H;CL;7257
Vétéran Femme Arc classique;2014;Fita;V;F;CL;7260
Vétéran Homme Arc classique;2014;Fita;V;H;CL;7261
Super Vétéran Femme Arc classique;2014;Fita;SV;F;CL;7262
Super Vétéran Homme Arc classique;2014;Fita;SV;H;CL;7263
Scratch Femme Classique;2014;Fita;SC;F;CL;7360
Scratch Homme Classique;2014;Fita;SC;H;CL;7361
Cadet Femme Arc a poulies;2014;Fita;C;F;CO;7275
Cadet Homme Arc a poulies;2014;Fita;C;H;CO;7272
Junior Femme Arc à Poulies;2014;Fita;J;F;CO;7264
Junior Homme Arc à Poulies;2014;Fita;J;H;CO;7265
Vétéran Femme Arc à Poulies;2014;Fita;V;F;CO;7268
Vétéran Homme Arc à Poulies;2014;Fita;V;H;CO;7269
Super Vétéran Femme Arc à Poulies;2014;Fita;SV;F;CO;7270
Super Vétéran Homme Arc à Poulies;2014;Fita;SV;H;CO;7271
Scratch Femme Poulies;2014;Fita;SC;F;CO;7362
Scratch Homme Poulies;2014;Fita;SC;H;CO;7363
Benjamin Femme Bare Bow;2014;3D;B;F;BB;7118
Benjamin Homme Bare Bow;2014;3D;B;H;BB;7119
Minime Femme Bare Bow;2014;3D;M;F;BB;7120
Minime Homme Bare Bow;2014;3D;M;H;BB;7121
Cadet Femme Bare Bow;2014;3D;C;F;BB;7122
Cadet Homme Bare Bow;2014;3D;C;H;BB;7123
Junior Femme Bare Bow;2014;3D;J;F;BB;7124
Junior Homme Bare Bow;2014;3D;J;H;BB;7125
Senior Femme Bare Bow;2014;3D;S;F;BB;7126
Senior Homme Bare Bow;2014;3D;S;H;BB;7127
Vétéran Femme Bare Bow;2014;3D;V;F;BB;7128
Vétéran Homme Bare Bow;2014;3D;V;H;BB;7129
Junior Femme Arc Droit;2014;3D;J;F;AD;7156
Junior Homme Arc Droit;2014;3D;J;H;AD;7157
Senior Femme Arc Droit;2014;3D;S;F;AD;7130
Senior Homme Arc Droit;2014;3D;S;H;AD;7131
Vétéran Femme Arc droit;2014;3D;V;F;AD;7176
Vétéran Homme Arc droit;2014;3D;V;H;AD;7177
Junior Femme Arc Chasse;2014;3D;J;F;AC;7164
Junior Homme Arc Chasse;2014;3D;J;H;AC;7165
Senior Femme Arc Chasse;2014;3D;S;F;AC;7132
Senior Homme Arc Chasse;2014;3D;S;H;AC;7133
Vétéran Femme Arc Chasse;2014;3D;V;F;AC;7178
Vétéran Homme Arc Chasse;2014;3D;V;H;AC;7179
Cadet Femme Arc Libre;2014;3D;C;F;AL;7172
Cadet Homme Arc Libre;2014;3D;C;H;AL;7173
Junior Femme Arc Libre;2014;3D;J;F;AL;7134
Junior Homme Arc Libre;2014;3D;J;H;AL;7135
Senior Femme Arc Libre;2014;3D;S;F;AL;7136
Senior Homme Arc Libre;2014;3D;S;H;AL;7137
Vétéran Femme Arc libre;2014;3D;V;F;AL;7180
Vétéran Homme Arc libre;2014;3D;V;H;AL;7181
Junior Femme Arc à Poulies Nu;2014;3D;J;F;PN;7142
Junior Homme Arc à Poulies Nu;2014;3D;J;H;PN;7143
Senior Femme Arc à Poulies Nu;2014;3D;S;F;PN;7144
Senior Homme Arc à Poulies Nu;2014;3D;S;H;PN;7145
Vétéran Femme Arc à Poulies Nu;2014;3D;V;F;PN;7146
Vétéran Homme Arc à Poulies Nu;2014;3D;V;H;PN;7147
Benjamin Femme Arc Classique;2015;Federal;B;F;CL;9112
Benjamin Homme Arc Classique;2015;Federal;B;H;CL;9113
Minime Femme Arc Classique;2015;Federal;M;F;CL;9114
Minime Homme Arc Classique;2015;Federal;M;H;CL;9115
Cadet Femme Arc Classique;2015;Federal;C;F;CL;9116
Cadet Homme Arc Classique;2015;Federal;C;H;CL;9117
Junior Femme Arc Classique;2015;Federal;J;F;CL;9118
Junior Homme Arc Classique;2015;Federal;J;H;CL;9119
Senior Femme Arc Classique;2015;Federal;S;F;CL;9120
Senior Homme Arc Classique;2015;Federal;S;H;CL;9121
Vétéran Femme Arc Classique;2015;Federal;V;F;CL;9122
Vétéran Homme Arc Classique;2015;Federal;V;H;CL;9123
Super Vétéran Femme Arc Classique;2015;Federal;SV;F;CL;9124
Super Vétéran Homme Arc Classique;2015;Federal;SV;H;CL;9125
Cadet Femme Arc à poulies;2015;Federal;C;F;CO;9143
Cadet Homme Arc à poulies;2015;Federal;C;H;CO;9145
Junior Femme Arc à Poulies;2015;Federal;J;F;CO;9127
Junior Homme Arc à Poulies;2015;Federal;J;H;CO;9126
Senior Femme Arc à Poulies;2015;Federal;S;F;CO;9128
Senior Homme Arc à Poulies;2015;Federal;S;H;CO;9129
Vétéran Femme Arc à Poulies;2015;Federal;V;F;CO;9130
Vétéran Homme Arc à Poulies;2015;Federal;V;H;CO;9131
Super Vétéran Femme Arc à Poulies;2015;Federal;SV;F;CO;9132
Super Vétéran Homme Arc à Poulies;2015;Federal;SV;H;CO;9133
Cadet Homme Bare bow;2015;Campagne;C;H;BB;9111
Cadet Femme Bare Bow;2015;Campagne;C;F;BB;9105
Junior Femme Bare Bow;2015;Campagne;J;F;BB;9081
Junior Homme Bare Bow;2015;Campagne;J;H;BB;9082
Vétéran Femme Bare Bow;2015;Campagne;V;F;BB;9085
Vétéran Homme Bare Bow;2015;Campagne;V;H;BB;9086
Scratch Femme Bare Bow;2015;Campagne;SC;F;BB;9253
Scratch Homme Bare Bow;2015;Campagne;SC;H;BB;9254
Benjamin Femme Arc Classique;2015;Campagne;B;F;CL;9087
Benjamin Homme Arc Classique;2015;Campagne;B;H;CL;9088
Minime Femme Arc Classique;2015;Campagne;M;F;CL;9089
Minime Homme Arc Classique;2015;Campagne;M;H;CL;9090
Cadet Femme Arc Classique;2015;Campagne;C;F;CL;9091
Cadet Homme Arc Classique;2015;Campagne;C;H;CL;9092
Junior Femme Arc Classique;2015;Campagne;J;F;CL;9093
Junior Homme Arc Classique;2015;Campagne;J;H;CL;9094
Vétéran Femme Arc Classique;2015;Campagne;V;F;CL;9097
Vétéran Homme Arc Classique;2015;Campagne;V;H;CL;9098
Scratch Femme Classique;2015;Campagne;SC;F;CL;9255
Scratch Homme Classique;2015;Campagne;SC;H;CL;9256
Cadet Femme Arc à poulies;2015;Campagne;C;F;CO;9284
Cadet Homme Arc à poulies;2015;Campagne;C;H;CO;9285
Junior Femme Arc à Poulies;2015;Campagne;J;F;CO;9099
Junior Homme Arc à Poulies;2015;Campagne;J;H;CO;9100
Vétéran Femme Arc à Poulies;2015;Campagne;V;F;CO;9103
Vétéran Homme Arc à Poulies;2015;Campagne;V;H;CO;9104
Scratch Femme Poulies;2015;Campagne;SC;F;CO;9257
Scratch Homme Poulies;2015;Campagne;SC;H;CO;9258
Benjamin Femme Bare Bow;2015;Nature;B;F;BB;9176
Benjamin Homme Bare Bow;2015;Nature;B;H;BB;9177
Minime Femme Bare Bow;2015;Nature;M;F;BB;9178
Minime Homme Bare Bow;2015;Nature;M;H;BB;9179
Cadet Femme Bare Bow;2015;Nature;C;F;BB;9180
Cadet Homme Bare Bow;2015;Nature;C;H;BB;9181
Junior Femme Bare Bow;2015;Nature;J;F;BB;9182
Junior Homme Bare Bow;2015;Nature;J;H;BB;9183
Senior Femme Bare Bow;2015;Nature;S;F;BB;9184
Senior Homme Bare Bow;2015;Nature;S;H;BB;9185
Vétéran Femme Bare Bow;2015;Nature;V;F;BB;9186
Vétéran Homme Bare Bow;2015;Nature;V;H;BB;9187
Junior Femme Arc Droit;2015;Nature;J;F;AD;9211
Junior Homme Arc Droit;2015;Nature;J;H;AD;9212
Senior Femme Arc Droit;2015;Nature;S;F;AD;9188
Senior Homme Arc Droit;2015;Nature;S;H;AD;9189
Vétéran Femme Arc Droit;2015;Nature;V;F;AD;9228
Vétéran Homme Arc Droit;2015;Nature;V;H;AD;9229
Junior Femme Arc Chasse;2015;Nature;J;F;AC;9217
Junior Homme Arc Chasse;2015;Nature;J;H;AC;9218
Senior Femme Arc Chasse;2015;Nature;S;F;AC;9190
Senior Homme Arc Chasse;2015;Nature;S;H;AC;9191
Vétéran Femme Arc Chasse;2015;Nature;V;F;AC;9230
Vétéran Homme Arc Chasse;2015;Nature;V;H;AC;9231
Cadet Femme Arc Libre;2015;Nature;C;F;AL;9223
Cadet Homme Arc Libre;2015;Nature;C;H;AL;9224
Junior Femme Arc Libre;2015;Nature;J;F;AL;9192
Junior Homme Arc Libre;2015;Nature;J;H;AL;9193
Senior Femme Arc Libre;2015;Nature;S;F;AL;9194
Senior Homme Arc Libre;2015;Nature;S;H;AL;9195
Vétéran Femme Arc  Libre;2015;Nature;V;F;AL;9232
Vétéran Homme Arc Libre;2015;Nature;V;H;AL;9233
Junior Femme Arc à Poulies Nu;2015;Nature;J;F;PN;9200
Junior Homme Arc à Poulies Nu;2015;Nature;J;H;PN;9201
Senior Femme Arc à Poulies Nu;2015;Nature;S;F;PN;9202
Senior Homme Arc à Poulies Nu;2015;Nature;S;H;PN;9203
Vétéran Homme Arc à Poulies Nu;2015;Nature;V;H;PN;9205
Vétéran Femme Arc à Poulies Nu;2015;Nature;V;F;PN;9204
Cadet Femme Bare Bow;2015;Salle;C;F;BB;8700
Cadet Homme Bare Bow;2015;Salle;C;H;BB;8701
Scratch Femme Bare Bow;2015;Salle;SC;F;BB;8668
Scratch Homme Bare Bow;2015;Salle;SC;H;BB;8667
Benjamin Femme Classique;2015;Salle;B;F;CL;8669
Benjamin Homme Classique;2015;Salle;B;H;CL;8670
Minime Femme Classique;2015;Salle;M;F;CL;8671
Minime Homme Classique;2015;Salle;M;H;CL;8672
Cadet Femme Classique;2015;Salle;C;F;CL;8673
Cadet Homme Classique;2015;Salle;C;H;CL;8674
Junior Femme Classique;2015;Salle;J;F;CL;8675
Junior Homme Classique;2015;Salle;J;H;CL;8676
Senior Femme Classique;2015;Salle;S;F;CL;8677
Senior Homme Classique;2015;Salle;S;H;CL;8678
Vétéran Femme Classique;2015;Salle;V;F;CL;8679
Vétéran Homme Classique;2015;Salle;V;H;CL;8680
Super Vétéran Femme Classique;2015;Salle;SV;F;CL;8681
Super Vétéran Homme Classique;2015;Salle;SV;H;CL;8682
Cadet Femme Arc à poulies;2015;Salle;C;F;CO;8698
Cadet Homme Arc à poulies;2015;Salle;C;H;CO;8699
Junior Femme Poulies;2015;Salle;J;F;CO;8683
Junior Homme Poulies;2015;Salle;J;H;CO;8684
Senior Femme Poulies;2015;Salle;S;F;CO;8685
Senior Homme Poulies;2015;Salle;S;H;CO;8686
Vétéran Femme Poulies;2015;Salle;V;F;CO;8687
Vétéran Homme Poulies;2015;Salle;V;H;CO;8688
Super Vétéran Femme Poulies;2015;Salle;SV;F;CO;8689
Super Vétéran Homme Poulies;2015;Salle;SV;H;CO;8690
Benjamin Femme Arc classique;2015;Fita;B;F;CL;9149
Benjamin Homme Arc classique;2015;Fita;B;H;CL;9150
Minime Femme Arc classique;2015;Fita;M;F;CL;9151
Minime Homme Arc classique;2015;Fita;M;H;CL;9152
Cadet Femme Arc classique;2015;Fita;C;F;CL;9153
Cadet Homme Arc classique;2015;Fita;C;H;CL;9154
Junior Femme Arc classique;2015;Fita;J;F;CL;9155
Junior Homme Arc classique;2015;Fita;J;H;CL;9156
Vétéran Femme Arc classique;2015;Fita;V;F;CL;9159
Vétéran Homme Arc classique;2015;Fita;V;H;CL;9160
Super Vétéran Femme Arc classique;2015;Fita;SV;F;CL;9161
Super Vétéran Homme Arc classique;2015;Fita;SV;H;CL;9162
Scratch Femme Classique;2015;Fita;SC;F;CL;9259
Scratch Homme Classique;2015;Fita;SC;H;CL;9260
Cadet Femme Arc a poulies;2015;Fita;C;F;CO;9174
Cadet Homme Arc a poulies;2015;Fita;C;H;CO;9171
Junior Femme Arc à Poulies;2015;Fita;J;F;CO;9163
Junior Homme Arc à Poulies;2015;Fita;J;H;CO;9164
Vétéran Femme Arc à Poulies;2015;Fita;V;F;CO;9167
Vétéran Homme Arc à Poulies;2015;Fita;V;H;CO;9168
Super Vétéran Femme Arc à Poulies;2015;Fita;SV;F;CO;9169
Super Vétéran Homme Arc à Poulies;2015;Fita;SV;H;CO;9170
Scratch Femme Poulies;2015;Fita;SC;F;CO;9261
Scratch Homme Poulies;2015;Fita;SC;H;CO;9262
Benjamin Femme Bare Bow;2015;3D;B;F;BB;9017
Benjamin Homme Bare Bow;2015;3D;B;H;BB;9018
Minime Femme Bare Bow;2015;3D;M;F;BB;9019
Minime Homme Bare Bow;2015;3D;M;H;BB;9020
Cadet Femme Bare Bow;2015;3D;C;F;BB;9021
Cadet Homme Bare Bow;2015;3D;C;H;BB;9022
Junior Femme Bare Bow;2015;3D;J;F;BB;9023
Junior Homme Bare Bow;2015;3D;J;H;BB;9024
Senior Femme Bare Bow;2015;3D;S;F;BB;9025
Senior Homme Bare Bow;2015;3D;S;H;BB;9026
Vétéran Femme Bare Bow;2015;3D;V;F;BB;9027
Vétéran Homme Bare Bow;2015;3D;V;H;BB;9028
Junior Femme Arc Droit;2015;3D;J;F;AD;9055
Junior Homme Arc Droit;2015;3D;J;H;AD;9056
Senior Femme Arc Droit;2015;3D;S;F;AD;9029
Senior Homme Arc Droit;2015;3D;S;H;AD;9030
Vétéran Femme Arc droit;2015;3D;V;F;AD;9075
Vétéran Homme Arc droit;2015;3D;V;H;AD;9076
Junior Femme Arc Chasse;2015;3D;J;F;AC;9063
Junior Homme Arc Chasse;2015;3D;J;H;AC;9064
Senior Femme Arc Chasse;2015;3D;S;F;AC;9031
Senior Homme Arc Chasse;2015;3D;S;H;AC;9032
Vétéran Homme Arc Chasse;2015;3D;V;H;AC;9078
Vétéran Femme Arc Chasse;2015;3D;V;F;AC;9077
Cadet Femme Arc Libre;2015;3D;C;F;AL;9071
Cadet Homme Arc Libre;2015;3D;C;H;AL;9072
Junior Femme Arc Libre;2015;3D;J;F;AL;9033
Junior Homme Arc Libre;2015;3D;J;H;AL;9034
Senior Femme Arc Libre;2015;3D;S;F;AL;9035
Senior Homme Arc Libre;2015;3D;S;H;AL;9036
Vétéran Femme Arc libre;2015;3D;V;F;AL;9079
Vétéran Homme Arc libre;2015;3D;V;H;AL;9080
Junior Femme Arc à Poulies Nu;2015;3D;J;F;PN;9041
Junior Homme Arc à Poulies Nu;2015;3D;J;H;PN;9042
Senior Femme Arc à Poulies Nu;2015;3D;S;F;PN;9043
Senior Homme Arc à Poulies Nu;2015;3D;S;H;PN;9044
Vétéran Homme Arc à Poulies Nu;2015;3D;V;H;PN;9046
Vétéran Femme Arc à Poulies Nu;2015;3D;V;F;PN;9045
